_id,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,label
127,1367,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999.0,4684,"investigation of algebraic query optimisation techniques for database programming languages alexandra poulovassilis , carol small very large data bases 1994",,,,0
128,545,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",,sigmod record,,3370,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003.0,0
129,1806,adapting materialized views after redefinitions 1995,"ashish gupta , inderpal singh mumick , kenneth a. ross",sigmod conference,,4458,"rainbow : multi-xquery optimization using materialized xml views xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner international conference on management of data",,,2003.0,0
130,195,editor 's notes 1996,jennifer widom,sigmod record,,2812,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001.0,0
131,667,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994.0,4664,semantic integration in heterogeneous databases using neural networks 1994,"wen-syan li , chris clifton",very large data bases,,0
132,254,lambda-db : an odmg-based object-oriented dbms 2000,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,,4091,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994",,,,0
133,22,"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez 1997",,sigmod record,,2660,catching the boat with strudel : experiences with a web-site management system 1998,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,,0
134,922,applying update streams in a soft real-time database system 1995,"brad adelberg , hector garcia-molina , ben kao",sigmod conference,,3902,index concurrency control in firm real-time database systems,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",very large data bases,1995.0,0
135,1376,"acm multimedia '94 conference workshop on multimedia database management systems p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu 1995",,sigmod record,,3897,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system 1995,"kun-lung wu , philip s. yu , jen-yao chung , james z. teng",very large data bases,,0
136,11,"aurora : a data stream management system nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",,sigmod conference,2003.0,4341,the mariposa distributed database management system acm sigmod record,jeff sidell,,1996.0,0
137,2176,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",,,,3760,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems ( tods ),1994.0,0
138,396,zoo : a desktop experiment management environment vldb,"miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",,1996.0,3572,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti",,very large data bases,1996.0,1
139,1975,the database and information system research group at the university of ulm sigmod record,"peter dadam , wolfgang klas",,1997.0,3025,database research at the university of illinois at urbana-champaign,"m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",acm sigmod record,2002.0,0
140,319,"online scaling in a highly available database svein erik bratsberg , rune humborstad",,vldb,2001.0,3266,"a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",,very large data bases,1999.0,0
141,1541,the mlpq/gis constraint database system sigmod conference,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",,2000.0,2703,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),,,1998.0,0
142,1480,combining multi-visual features for efficient indexing in a large image database vldb j.,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",,2001.0,3914,an efficient algorithm for mining association rules in large databases very large data bases,"ashoka savasere , edward omiecinski , shamkant b. navathe",,1995.0,0
143,610,index configuration in object-oriented databases elisa bertino vldb j. 1994,,,,3760,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems ( tods ),1994.0,0
144,1881,databases for networks 1994,h. v. jagadish,sigmod conference,,3658,"an experimental object-based sharing system for networked databases doug fang , shahram ghandeharizadeh , dennis mcleod the vldb journal -- the international journal on very large data bases",,,1996.0,0
145,1790,reasoning on regular path queries,"giuseppe de giacomo , moshe y. vardi , maurizio lenzerini , diego calvanese",sigmod record,2003.0,4496,"xpath queries on streaming data feng peng , sudarshan s. chawathe",,international conference on management of data,2003.0,0
146,515,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997",,,,3043,versioning and configuration management in an object-oriented data model edward sciore the vldb journal -- the international journal on very large data bases 1994,,,,0
147,1582,"active storage hierarchy , database systems and applications - socratic exegesis joel h. saltz , john burgess , felipe cariño , william o'connell vldb",,,1999.0,3289,"active storage hierarchy , database systems and applications - socratic exegesis felipe cari &#241; o , william o'connell , john burgess , joel h. saltz",,very large data bases,1999.0,1
148,1637,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen vldb",,,1996.0,3955,semantic assumptions and query evaluation in temporal databases international conference on management of data,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",,1995.0,0
149,827,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",,sigmod conference,,4522,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",,international conference on management of data,,1
150,1431,query decomposition and view maintenance for query languages for unstructured data 1996,dan suciu,vldb,,2703,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),,,1998.0,0
151,682,minimal probing : supporting expensive predicates for top-k queries sigmod conference,"kevin chen-chuan chang , seung-won hwang",,2002.0,4075,"optimizing disjunctive queries with expensive predicates a. kemper , g. moerkotte , k. peithner , m. steinbrunn",,international conference on management of data,1994.0,0
152,8,"report on dart ' 96 : databases : active and real-time ( concepts meet practice ) nandit soparkar , krithi ramamritham sigmod record 1997",,,,4202,report on dart ' 96 : databases : active and real-time ( concepts meet practice ) 1997,"krithi ramamritham , nandit soparkar",acm sigmod record,,1
153,462,"optimization of run-time management of data intensive web-sites khaled yagoub , dan suciu , alon y. levy , daniela florescu vldb 1999",,,,3251,"optimization of run-time management of data intensive web-sites daniela florescu , alon y. levy , dan suciu , khaled yagoub",,very large data bases,1999.0,1
154,914,efficient testing of high performance transaction processing systems 1997,"d. wildfogel , ramana yerneni",vldb,,3938,enterprise transaction processing on windows nt 1995,greg hope,international conference on management of data,,0
155,698,warehousing workflow data : challenges and opportunities vldb,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",,2001.0,3021,"mining system audit data : opportunities and challenges wenke lee , wei fan",,acm sigmod record,2001.0,0
156,1454,optimizing the secure evaluation of twig queries vldb,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",,2002.0,3814,"optimizing multi-feature queries for image databases ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling 2000",,very large data bases,,0
157,1655,real business processing meets the web james chong 1998,,sigmod conference,,2631,real business processing meets the web 1998,james chong,international conference on management of data,,1
158,153,"starts : stanford proposal for internet meta-searching ( experience paper ) hector garcia-molina , luis gravano , kevin chen-chuan chang , andreas paepcke sigmod conference",,,1997.0,4265,"starts : stanford proposal for internet meta-searching luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke 1997",,international conference on management of data,,1
