id,title,authors,venue,year
270,cache investment : integrating query optimization and distributed data placement,"donald kossmann , gerhard drasch , michael j. franklin",acm trans . database syst .,2000
271,editor 's notes,michael j. franklin,sigmod record,1997
272,information director 's message,alberto o. mendelzon,sigmod record,1998
273,continuous queries over data streams,"jennifer widom , shivnath babu",sigmod record,2001
274,converting relational to object-oriented databases,joseph fong,sigmod record,1997
275,enhancing database correctness : a statistical approach,"wen-chi hou , zhongyang zhang",sigmod conference,1995
276,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",sigmod record,1994
277,efficient computation of iceberg cubes with complex measures,"guozhu dong , jian pei , jiawei han , ke wang",sigmod conference,2001
278,a fast index for semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",vldb,2001
279,a monte carlo algorithm for fast projective clustering,"michael jones , pankaj k. agarwal , t. m. murali , cecilia magdalena procopiuc",sigmod conference,2002
280,towards a database body of knowledge : a study from spain,"mario piattini , francisco ruiz , coral calero",sigmod record,2003
281,software as a service : asp and asp aggregation,christoph bussler,sigmod conference,2002
282,cheetah : a lightweight transaction server for plug-and-play internet data management,"gustavo alonso , guy pardon",vldb,2000
283,principles of optimally placing data in tertiary storage libraries,"fenia zioga , peter triantafillou , stavros christodoulakis",vldb,1997
284,flexible support for multiple access control policies,"v. s. subrahmanian , sushil jajodia , pierangela samarati , maria luisa sapino",acm trans . database syst .,2001
285,aries/csa : a method for database recovery in client-server architectures,"c. mohan , inderpal narang",sigmod conference,1994
286,providing better support for a class of decision support queries,"antonio badia , dirk van gucht , sudhir rao",sigmod conference,1996
287,spatio-temporal retrieval with rasdaman,"peter baumann , norbert widmann , roland ritsch , paula furtado , andreas dehmel",vldb,1999
288,"tcp-d - the challenges , issues and results",ramesh bhashyam,sigmod record,1996
289,reminiscences on influential papers,"per-åke larson , luis gravano , stefano ceri , leonid libkin , tova milo , kenneth a. ross",sigmod record,2001
290,computing iceberg queries efficiently,"hector garcia-molina , narayanan shivakumar , jeffrey d. ullman , rajeev motwani , min fang",vldb,1998
291,paradise : a database system for gis applications,paradise team,sigmod conference,1995
292,"very large databases : how large , how different ?",david vaskevitch,vldb,1995
293,automatic segmentation of text into structured records,"vinayak r. borkar , sunita sarawagi , kaustubh deshmukh",sigmod conference,2001
294,xperanto : middleware for publishing object-relational data as xml documents,"michael j. carey , subbu n. subramanian , eugene j. shekita , jerry kiernan , jayavel shanmugasundaram",vldb,2000
295,bit-sliced index arithmetic,"elizabeth j. o'neil , denis rinfret , patrick e. o'neil",sigmod conference,2001
296,treasurer 's message,joachim hammer,sigmod record,2001
297,a hypertext query language for images,li yang,sigmod record,1994
298,the bucky object-relational benchmark ( experience paper ),"jeffrey f. naughton , michael j. carey , dhaval shah , johannes gehrke , mohammad asgarian , david j. dewitt , paul brown",sigmod conference,1997
299,view management in multimedia databases,"v. s. subrahmanian , eric lemar , k. selçuk candan",vldb j.,2000
300,"declarative data cleaning : language , model , and algorithms","daniela florescu , cristian-augustin saita , eric simon , dennis shasha , helena galhardas",vldb,2001
301,banks : browsing and keyword searching in relational databases,"arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya",vldb,2002
302,garbage collection in object-oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",vldb j.,1998
303,xpress : a queriable compression for xml data,"myung-jae park , jun-ki min , chin-wan chung",sigmod conference,2003
304,a novel index supporting high volume data warehouse insertion,"anindya datta , chris jermaine , edward omiecinski",vldb,1999
305,coloring away communication in parallel query optimization,"rajeev motwani , waqar hasan",vldb,1995
306,sensor data mining : similarity search and pattern analysis,christos faloutsos,vldb,2002
307,privacy-preserving indexing of documents on the network,"mayank bawa , rakesh agrawal , roberto j. bayardo jr.",vldb,2003
308,serf : odmg-based generic re-structuring facility,"stacia de lima , li chen , ming li , s. weiner , chandrakant natarajan , elke a. rundensteiner , xin zhang , kajal t. claypool , jing jin",sigmod conference,1999
309,multiview access protocols for large-scale replication,"weimin du , xiangning liu , abdelsalam helal",acm trans . database syst .,1998
310,the case for enhanced abstract data types,"raghu ramakrishnan , miron livny , praveen seshadri",vldb,1997
311,"probe , count , and classify : categorizing hidden web databases","mehran sahami , panagiotis g. ipeirotis , luis gravano",sigmod conference,2001
312,the role of integrity constraints in database interoperation,"peter m. g. apers , mark w. w. vermeer",vldb,1996
313,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , pavel zezula , marco patella",vldb,1997
314,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"james geller , ashish mehta , erich j. neuhold , yehoshua perl",vldb j.,1998
315,metadata standards for data warehousing : open information model vs. common warehouse metamodel,"anca vaduva , thomas vetterli , martin staudt",sigmod record,2000
316,comprehension syntax,"limsoon wong , dan suciu , val tannen , peter buneman , leonid libkin",sigmod record,1994
317,fast subsequence matching in time-series databases,"m. ranganathan , christos faloutsos , yannis manolopoulos",sigmod conference,1994
318,querying structured text in an xml database,"h. v. jagadish , shurug al-khalifa , cong yu",sigmod conference,2003
319,online scaling in a highly available database,"svein erik bratsberg , rune humborstad",vldb,2001
320,approximate computation of multidimensional aggregates of sparse data using wavelets,"min wang , jeffrey scott vitter",sigmod conference,1999
321,discovering web services : an overview,vadim draluk,vldb,2001
322,coordinating backup/recovery and data consistency between database and file systems,"c. mohan , inderpal narang , suparna bhattacharya , karen brannon , hui-i hsiao , mahadevan subramanian",sigmod conference,2002
323,chair 's message,richard t. snodgrass,sigmod record,1997
324,an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen",vldb,2000
325,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",sigmod conference,1994
326,managing multiple and distributed ontologies on the semantic web,"boris motik , alexander maedche , ljiljana stojanovic",vldb j.,2003
327,outlier detection for high dimensional data,"charu c. aggarwal , philip s. yu",sigmod conference,2001
328,energy-performance trade-offs for spatial access methods on memory-resident data,"mahmut t. kandemir , ning an , mary jane irwin , anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan",vldb j.,2002
329,an execution model for limited ambiguity rules and its application to derived data update,"i-min a. chen , dennis mcleod , richard hull",acm trans . database syst .,1995
330,xquec : pushing queries to compressed xml data,"ioana manolescu , gianni costa , andrei arion , andrea pugliese , angela bonifati , sandra d'aguanno",vldb,2003
331,dynamic memory adjustment for external mergesort,"weiye zhang , per-åke larson",vldb,1997
332,filenet integrated document management database usage and issues,daniel s. whelan,sigmod conference,1998
333,data compression support in databases,"david wilhite , balakrishna r. iyer",vldb,1994
334,supporting valid-time indeterminacy,"richard t. snodgrass , curtis e. dyreson",acm trans . database syst .,1998
335,architectures for internal web services deployment,oded shmueli,vldb,2001
336,reducing the braking distance of an sql query engine,"donald kossmann , michael j. carey",vldb,1998
337,dec data distributor : for data replication and data warehousing,daniel j. dietterich,sigmod conference,1994
338,optimizing multidimensional index trees for main memory access,"sang kyun cha , keunjoo kwon , kihong kim",sigmod conference,2001
339,an approach to confidence based page ranking for user oriented web search,"sanasam ranbir singh , debasis giri , debajyoti mukhopadhyay",sigmod record,2003
340,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",vldb,1996
341,the ins and outs ( and everthing in between ) of data warehousing,"donovan a. schneider , phillip m. fernandez",sigmod conference,1996
342,a multi-agent system infrastructure for software component market-place : an ontological perspective,"riza cenk erdur , oguz dikenelli",sigmod record,2002
343,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",sigmod record,2001
344,on the minimization of xpath queries,"elio masciari , sergio flesca , filippo furfaro",vldb,2003
345,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",vldb,1998
